SourateID,Sourate,VerseID,Verse
37,SÀPPE YA,48,"Te am nañu fa ay lamsalkat yu am bët,"
37,SÀPPE YA,49,"weex ba mel ni nen."
37,SÀPPE YA,50,"Ku nekk di geesu moroomam di laajante."
37,SÀPPE YA,51,"Mu am ci ñoom kuy wax naan : " Man dey amoon naa àndandoo ""
37,SÀPPE YA,52,"di wax batey naan : " Ndax yaw gëm nga tigi ?"
37,SÀPPE YA,53,"Ndax bu ñu faatoo ba doon suuf aki yax, dara danañu warati ? ""
37,SÀPPE YA,54,"Mu wax ne : " Xanaa téenuleen ? ""
37,SÀPPE YA,55,"Mu daldi téen, gis ko ca biir Safara,"
37,SÀPPE YA,56,"mu wax ne : " Waat naa ci Yàlla ne ! Xaw nga maa taxa alku !"
37,SÀPPE YA,57,"dogankoon ak sama dimbalul Boroom, danaa sànku."
37,SÀPPE YA,58,"Xanaa ñun dey duñu dee"
37,SÀPPE YA,59,"ludul ca dee gu jëkk ga te xanaa kenn duñu mbugal ? ""
37,SÀPPE YA,60,"Lii mooy texe gu màgg ga."
37,SÀPPE YA,61,"Ñiy jëf, nañuy jëf lu mel nii."
37,SÀPPE YA,62,"Moo ndax loolu moo di wàccuwaay ba gën, walla garabug Saquum ?"
37,SÀPPE YA,63,"Def nañu ko muy sànjub tooñkat ya."
37,SÀPPE YA,64,"Moom garab la guy génn ca ndéntul Safara."
37,SÀPPE YA,65,"Meññent ma mel ni boppi séytaane."
37,SÀPPE YA,66,"Ca la ñuy lekk, di ca feesal seeni biir."
37,SÀPPE YA,67,"Am nañu fa, ca kawam, am ndox mu tàng [di wañax]."
37,SÀPPE YA,68,"Safa ra rekk mooy seen kër."
37,SÀPPE YA,69,"Daje nañu faak seeni [baay aki maam] cig cànkute,"
37,SÀPPE YA,70,"ñuy yolli-yolli topp leen."
37,SÀPPE YA,71,"Li ëppoon ca ña leen jiitu woon sàkku woon nañu."
37,SÀPPE YA,72,"Ndax yónni woon Nañu ci ñoom ñuy xuppe, di waaraate."
37,SÀPPE YA,73,"Xoolal mujjug ñanu daan xupp !"
37,SÀPPE YA,74,"Ña ca dul jaami Yàlla ya ca daan sellal :"
37,SÀPPE YA,75,"Nóoyin woo na ñu di ñaan, ñu wuyyu ko, nangu ñaanam."
37,SÀPPE YA,76,"ñu musal ko mook njabootam ci tiit mu rëy ma,"
37,SÀPPE YA,77,"ñu def ay sëtam doŋŋ des fa."
37,SÀPPE YA,78,"ñu bàyyi ko, may ko mu di fàttaliku,"
37,SÀPPE YA,79,"Yal na jàmm wàcc ci Nóoyin ci kaw àddina sépp !"
37,SÀPPE YA,80,"Noonu la ñuy feye ñiy rafetal."
37,SÀPPE YA,81,"Moom bokk na ca Suñu jaam yu gëm ya."
37,SÀPPE YA,82,"Ginnaaw ba, ñu labal ña ca des."
37,SÀPPE YA,83,"Ibraxiima bokkoon na ca ay njabootam."
37,SÀPPE YA,84,"Fàttalikul ba mu dikkee ca Boroo mam ànd ak xol bu mucc ayib."
37,SÀPPE YA,85,"Ak ba mu waxee baayam ak nitam, neleen : " Ana li ngeen di jaamu ? ""
37,SÀPPE YA,86,"Moo ndax ay nar ngeen di namma def ay yàlla bàyyi Yàlla Moom ?"
37,SÀPPE YA,87,"Waaw, lu ngeen njort ci Yàlla boroom asamaan si ? ""
37,SÀPPE YA,88,"Mu téen xool biddéew yi [di settantal],"
37,SÀPPE YA,89,"mu daldi wax ne : " Man damaa wopp "."
37,SÀPPE YA,90,"Ñu dëddu ko, won ko ginnaaw."
37,SÀPPE YA,91,"Mu potoxlu ca seen yàlla ya, neleen : " Ndax dungeen lekk ?"
37,SÀPPE YA,92,"Ana lu leen dal ba dungeen wax ? ""
37,SÀPPE YA,93,"Mu potoxlu dóor leen ak nd eyjoor."
37,SÀPPE YA,94,"Ñu wutsi ko di daw."
37,SÀPPE YA,95,"Mu wax ne : " Ndax dangeen di jaamu lu ngeen di yatt,"
37,SÀPPE YA,96,"te Yàlla moo leen bind ak li ngeen di defar ? ""
37,SÀPPE YA,97,"Ñu wax ne : " Tabaxal-leen ko puur te sànni ko ca safara sa ! ""
37,SÀPPE YA,98,"Ñu bëggoon koo fexeel ; ñu suufeel leen, detteel leen."
37,SÀPPE YA,99,"Mu wax ne : " Maa ngi dem ca sama Boroom, Dana ma gindi."
37,SÀPPE YA,100,"Yaw sama Boroom, may ma ay sët yu yiw "."
37,SÀPPE YA,101,"ñu bégal ko, may ko doom ju lewet."
37,SÀPPE YA,102,"Ba mu amee ati àndak moom, Ibraayma wax na ne : " Yaw samas doom, gis naa ci bi may nelaw, ci biir gént, ndigalul war laa rendi. Seetal looy xalaat ". (Ismaayiila) ne ko : " Yaw sama baay, defal lu ñu la digal : bu soobee Yàlla, danga gis ne maag muñkat yee ànd "."
37,SÀPPE YA,103,"Ba ñu wéyalee seen ndigalul Boroom, mu di dëféenal ko,"
37,SÀPPE YA,104,"ñu woo ko, ne ko : " Éy yaw Ibraayma !"
37,SÀPPE YA,105,"Dëggal nga gént gi. Te noonu la ñuy feye ñiy rafetal "."
37,SÀPPE YA,106,"Lii ab tontu la bu bir."
37,SÀPPE YA,107,"ñu daldi koy jot ak lu ñuy rendi lu màgg."
37,SÀPPE YA,108,"Daldi koy bàyyi muy dundu moom Ismaayla :"
37,SÀPPE YA,109," " Jàmmi Yàlla na nekk ci kaw Ibraayma "."
37,SÀPPE YA,110,"Noonu la ñuy feye ñiy rafetal ;"
37,SÀPPE YA,111,"bokk na ci Suñu jaam ñi gëm."
37,SÀPPE YA,112,"Bégal Nañu ko ci def Isaaqa mu di Yonent bokk ca ñay rafetal."
37,SÀPPE YA,113,"ñu barkeel ko moom ak Isaaqa. Mu am ci seeni sët kuy rafetal ak kuy tooñ boppam."
37,SÀPPE YA,114,"Xéewaloon Nañu Muusaa ak xaaruuna,"
37,SÀPPE YA,115,"Musaloon Nañu leen ñoom seeni sët ca tiit mu rëy ma,"
37,SÀPPE YA,116,"ñu dimbali woon leen, ñoom ñoo nootoon."
37,SÀPPE YA,117,"ñu indiloon leen ab téere bu bir"
37,SÀPPE YA,118,"ñu indiloon leen yoon wu jub wa xocc."
37,SÀPPE YA,119,"ñu bàyyi woon leen nit ña di leen fàttaliku :"
37,SÀPPE YA,120," " Jàmmi Yàlla na wàcc ci Muusaa ak xaaruuna ""
37,SÀPPE YA,110,"Noonu la ñuy feye ñiy rafetal ;"
37,SÀPPE YA,122,"ñoom ñaar bokkoon nañu ci Suñu jaam ñi gëm."
37,SÀPPE YA,123,"Ilyaas it tigi bokkoon na ci Yonent ya."
37,SÀPPE YA,124,"[Fàttalikul] ba mu waxee aw nitam, neleen : " Ndax dungeen ragal Yàlla ? ""
37,SÀPPE YA,125,"Moo ngax dangeen di woo Baxlu bàyyi Yàlla miy ngën ji kuy bind,"
37,SÀPPE YA,126,"Yàlla miy seen Boroom te di Boroomi seeni baay aki maamaat ? ""
37,SÀPPE YA,127,"Ñu weddi ko, ñu mbugal leen."
37,SÀPPE YA,128,"Ba mu des jaami Yàlla ya daan sellal."
37,SÀPPE YA,129,"ñu bàyyi nit ñuy mujj noonu di ko fàttaliku :"
37,SÀPPE YA,130," " Jàmm yal na nekk ci njabootug Ilyaas "."
37,SÀPPE YA,131,"Noonu la ñuy feye ñiy rafetal,"
37,SÀPPE YA,111,"bokk na ci Suñu jaam ñi gëm."
37,SÀPPE YA,133,"Lóot it bokk na ci Yonent yi."
37,SÀPPE YA,134,"[Fàttalikul] ba ñu ko musalee mook njabootam gépp,"
37,SÀPPE YA,135,"ba mu des màggat gu jigéen ga àndoon ak ña sànku woon,"
37,SÀPPE YA,136,"Ginnaaw ba, faagaagal Nañu ña ca des"
37,SÀPPE YA,137,"Te yéena ngi leen di romb bu ngeen di xëy"
37,SÀPPE YA,138,"ak ci guddi gi. Xanaa dungeen xalaat ?"
37,SÀPPE YA,139,"Yuunuusa it bokk na ca Yonent ya."
37,SÀPPE YA,140,"Ba muy daw jëm ca gaal ga ñu yeb ga,"
37,SÀPPE YA,141,"Ba ñu wantalee mu bokk ca ña ñu waroona sànni ca ndox ma."
37,SÀPPE YA,142,"Jën wa dal koy wann, muy ku yeddu."
37,SÀPPE YA,143,"Dugankoon ak li mu bokkoon ca ña doon sàbbaal Yàlla,"
37,SÀPPE YA,144,"kon dey dana sax ca biir [jën wa] ba bisub dekkiwaat ba di ñëw."
37,SÀPPE YA,145,"ñu sànni ko ca teges ga te muy ku ràgg."
37,SÀPPE YA,146,"ñu daldi fay saxal gàncaxug beraf,"
37,SÀPPE YA,147,"ñu yebal ko muy Yonent ci téeméeri junniy nit mbaa lu ko ëpp."
37,SÀPPE YA,148,"Ba ñu gëmee, xéewalal Nañu leen fa ab diir."
37,SÀPPE YA,149,"Laajleen baxam : " Ndax Yàlla moo ame doom yu jigéen, ñoom ñuy am doom yu góor ?"
37,SÀPPE YA,150,"Walla dañoo bind Malaaka yi def leen ñu di ay jigéen, seere ko ? "."
37,SÀPPE YA,151,"Ndax ñoom dañuy faral di wax ci seen duur ya, naan :"
37,SÀPPE YA,152," " Yàlla amna doom " ; te ñoom dañuy fen doŋŋ !"
37,SÀPPE YA,153,"Moo ndax dafay gënal doom ju jigéen ci kaw doom ju góor ?"
37,SÀPPE YA,154,"Ana lu leen dal ba ngeen di àttee nii ?"
37,SÀPPE YA,155,"Moo ndax dangeen dul fàttaliku ?"
37,SÀPPE YA,156,"Walla dangeen am ay firnde yu wóor ?"
37,SÀPPE YA,157,"Kon indil seenub Téere ndegam ñu dëggu ngeen ! ""
37,SÀPPE YA,158,"Ñu di ko askanale ci jinne yi, ndax jinne yi xam nañu ne danañu teew ci kanamu [Yàlla]."
37,SÀPPE YA,159,"Tudd naa sellug Yàlla ga. Kawe na lool lañu koy melal !"
37,SÀPPE YA,160,"Ba mu des jaami Yàlla yiy sellal."
37,SÀPPE YA,161,"Yéen ak li ngeen di jaamu,"
37,SÀPPE YA,162,"kenn duleen ci fitnaal,"
37,SÀPPE YA,163,"kudul kuy nara xoyomu ci Safara."
37,SÀPPE YA,164,"Amul kenn ci [Malaaka yi] ludul ne amna wàccuwaay wu ñu xam ;"
37,SÀPPE YA,165,"te ñoo leen defoon ay sàppe ;"
37,SÀPPE YA,166,"te ñun nooy sàbbaal Yàlla."
37,SÀPPE YA,167,"Doonte la sax ña ngay wax naan :"
37,SÀPPE YA,168," " Su ñu amoon waarate gu bawoo ca suñuy maam,"
37,SÀPPE YA,169,"kon de ñu doon ay jaami Yàlla yuy sellal !"
37,SÀPPE YA,170,"Weddi nañu ko, waaye danañu xam ne."
37,SÀPPE YA,171,"Suñu kàddu jiitu woon na ci Suñu jaam ña di ay Yonent,"
37,SÀPPE YA,172,"ñoom danañu am ndimbal,"
37,SÀPPE YA,173,"te it Suñuy xarekat ñooy not."
37,SÀPPE YA,174,"nanga leen dummóoyu ab diir ;"
37,SÀPPE YA,175,"te nga seetluleen : danañu gis de !"
37,SÀPPE YA,176,"Moo ndax ñoom dañuy yàkkamti suñu mbugal ?"
37,SÀPPE YA,177,"Su wàccee ci seenub ëtt, ñoom ña ñu doon fàttali, ndaw suba gu bon !"
37,SÀPPE YA,174,"nanga leen dummóoyu ab diir ;"
37,SÀPPE YA,175,"te nga seetluleen : danañu gis de !"
37,SÀPPE YA,180,"Tudd naa sellug sa Boroom, Boroom kàttan gi. Kawe na ca lañu koy melal !"
37,SÀPPE YA,181,"Te jàmm yal na wàcc ci Yonent yi,"
37,SÀPPE YA,182,"te xeeti cant yépp ñeel na Yàlla miy Boroom àddina si !"
38,SAAD,1,"Saad. Maa ngi giiñ ci Alxuraan, miy boroom tur ci ne :"
38,SAAD,2,"Ña weddi ña nga cag rëy-rëylu ak kaŋ-kaŋ !"
38,SAAD,3,"Aka bari ñu ñu faagaagal ca ña leen jiitu woon, ñu daan yuuxu, walla te du ñu mana raw?"
38,SAAD,4,"(Waa Màkka) daana yéeme ci waaraatekat bii leen digal te bokk ci ñoom, yéefër ya daan wax naan : " Kii dey ab njibarkat la bu di ab fenaakoon,"
38,SAAD,5,"Moo ndax dafa bëgga def Yàlla yii muy jenn Yàlla ? Aa lii dey mbir mu yéeme la "."
38,SAAD,6,"Kilifa ya neleen : " Demleen, te muñ jàpp ci seen Yàlla yii : lii daal lañu bëgg."
38,SAAD,7,"ñun masunoo dégg lii ci diine ji fi mujj wàcc (Iisaa) ; lii daal ay sos rekk la !"
38,SAAD,8,"ñuy wax naan, ak ni ñu tollu ndax ci moom la [Alxuraan] di wàcc? " Li wer moo di yéefër yaa ngay sikki-sàkka ci sama Téere bi. Xanaa kay dañoo mosagul mbugël !"
38,SAAD,9,"Walla ndabi yërmaandey sa Boroom tey Mayewaakoon, biy boroom Kàttan bi, dafa nekk ci ñoom."
38,SAAD,10,"Walla dañoo moom nguurug asamaan yeek suuf si, ak li nekk ci seen diggënte? su fekkee ne looloo am kon nañu def pexe ci yéeg ci !"
38,SAAD,11,"Ak ñu seeni xarekat mana tollu ak ña leen di jàppale, dañuy nërméelu !"
38,SAAD,12,"ña leen fi jiitu woon, weddi woon nañu ña di nitu Nóoyin, ak Aad ak Firawna ma doon boroom dëx (tabax yu rëy),"
38,SAAD,13,"ak Samuud, ak nitu Lóot, ak waa Aykata, (ñoom ñépp weddi woon nañu seeni yonnent). Te ñoom ñoo di jàppalekat ya (farandoo ya)."
38,SAAD,14,"Ñoom ñépp weddi woon yonnent ya. ñu daldi leen mbugël !"
38,SAAD,15,"Ñoom xaaruñu ludul genn xaacu, gu dul tóllantiku wol."
38,SAAD,16,"Ñuy wax naan : " Yaw suñu Boroom, gaawal jox ñu suñu wàll balaa wañoo ba "."
38,SAAD,17,"Muñal lii ñuy wax ; te ngay fàttaliku Suñu jaam ba Daawuda ma doonoon boroom doole, Moom ku faral daan dellu ci Boroomam la woon."
38,SAAD,18,"Tàggataloon Nañu ko, tundi doj yi ñu daan ànd ak moom, di sàbbaal Yàlla subaak ngoon,"
38,SAAD,19,"picc yépp it dañuy dajaloo, di delloo kañ [Yàlla]."
38,SAAD,20,"Dëgaralal Nañu ko nguuram jox ko xam-xamu xereñe ràññee ak xam-xamu àtte."
38,SAAD,21,"Moo ndax xibaari xulóokat ya agsi na ci yaw ba ñu bëttee ñagub mbaar ma (mixraab ba) !"
38,SAAD,22,"Ba ñu duggee fekk fa Daawuda, mu tiit ci ñoom. ñu wax ko ne : " Bul tiit ! Ñaari way-xuloo lañu ; kenn ci ñun dafay néewal dole ka ca des. Kon àtteel suñu diggënte ci dëgg, te it nga gindi ñu teg ñu ci yoon wu jub xocc wa."
38,SAAD,23,"Kii nag sama mbokk la : amna juróom-ñeenti fukki xar ak juróom-ñeent, man ma am menn xar doŋŋ. Mu wax ma ne : " Naa ko ko jox " ; daldi wane lool ; doole ca bañuy waqante "."
38,SAAD,24,"[Daawuda] ne ko : " Moo la tooñ ci laaj gi mu la laaj sam xar ngir dollee koy xaram ". Te ñiy farala ànd di liggéey bariyaana ba ñennat ci ñoom jaayee doole ña ca des, ba mu des ña gëm tey def yiw – te ñooña ñu néew lañu ci. – Daawuda daldi xam nag ne dañu ko doon nattu. Mu daldi rot (rukuu) sëgg jàpp ci ay wóomam delluwaat ca Boroomam."
38,SAAD,25,"ñu daldi koy jégël loola. Te amna daraja ju ñu jige ak wàccuwaay wu jekk."
38,SAAD,26," " Éy yaw Daawuda, def Nañu la ngay suñu kuutlaay ci kaw suuf si. Na ngay àtte diggënte nit ñi ci dëgg te bul topp mukk bànneex : su ko defee dana la féewale ak yoonu Yàlla ". Te ñiy féewook yoon danañu am mbugël mu tar mitti ngir lañu fàtte bisub wañoo ba (Bis Pénc ba)."
38,SAAD,27,"Te binduñu asamaan ak suuf ak li nekk ci seen diggënte cig neen. Loolu la yéefër ya njortu. Te yéefër yaa ngaay tuskare ca biir safara !"
38,SAAD,28,"Moo ndax dañuy jëflaantéek yàqkat yi nekk ci suuf ? walla dañuy jëflaantéek ña ragal Yàlla kem ni ñuy jëflaantéek kàccoor yi ?"
38,SAAD,29,"[Lii] ab Téere la bu ñuy wàcce ci yaw bu barkeel nak, ngir ñuy settantal ay laayaam ak it ngir woroomi xel yi man ciy fàttalikoo!"
38,SAAD,30,"May Nañu Daawuda (doomam ja) Sulaymaan, - ndaw jaam bu baax ! – Ku daan dellu ca boroomam la."
38,SAAD,31,"(Fàttalikul) ngoon ga, ñu ko gaarale fasi naari góor ya,"
38,SAAD,32,"Sulaymaan dellu wax ne : " Cëy man, maa ngi fees dell ak bëgg (àddina sii) mu fàbbi maa ba jant bi so te fàttalikuwuma sama Boroom."
38,SAAD,33,"Delloosil ma fas yi. ". Ñu delloosil ko ko mu dagg yeel ya ak doq ya."
38,SAAD,34,"Nattu Nañu Sulaymaan ci ñu sànni ca toogoom ba (jëmm ju ñu wotte). Mu delluwaat, màggal Boroomam."
38,SAAD,35,"Mu wax ne : " Yaw sama Boroom, na nga ma jégal te may ma nguur goo xam ne kenn dootu ko am sama ginnaaw. Yaw yaay Mayaakoon bi "."
38,SAAD,36,"Tàggatal Nañu ko ngelaw li, muy daw ci ndigëlam, ak fu mu jublu."
38,SAAD,37,"Tàggatal Nañu ko sayaane yi, ñu di ko tabaxal ak di ko nuural ci (ndox)."
38,SAAD,38,"Ak ñeneen, ñu ñu lëkkële aki njéng."
38,SAAD,39," " Lii mooy sunug may ; mayeel walla nga téye ko kenn du ko waññook yaw "."
38,SAAD,40,"Te mooy amna daraja ju ñu jege ak wàccuwaay wu jekk."
38,SAAD,41,"Fàttalikul suñu jaam Ayyuuba, ba muy woo Boroomam naan ko : " Yaw sama Boroom Saytaane teg na ma coono aki tiis "."
38,SAAD,42,"(Yàlla ne ko) dóoral sa tànk fi ci suuf : am ndox ngi nii mu sedd mu mana sangu neexa naan."
38,SAAD,43,"ñu delloowaat ko njabootam joxaat ko lu na tollu, muy yërmande ju bawoo ci ñun ak fàttili woroom xel yi."
38,SAAD,44," " Ŋëbal sëqub ñax, te dóor ko ko (soxnaam sa). Te bul gàddu bàkkaarub ngiiñ ". Moom, muñkat la di jaam bu baax. Kuy farlu di dellu ci Boroomam la."
38,SAAD,45,"Fàttalikul suñu jaam ña Ibraayma, ak Isxaaq ak Yaaquub ? Woroomi kàttan lañu woon aki gis-gis (xel)."
38,SAAD,46,"ñoo leen ràññi woon ngir sellalug : fàttaliku bis pénc ba."
38,SAAD,47,"Te ñoom, bokk nañu, ca tànnéef ya gëna ràññiku."
38,SAAD,48,"Fàttalikul Ismaayla ak Ilyaas, ak Suul kifli, ñoom ñépp ay tànnéef la ñu."
38,SAAD,49,"Lii ag fàttali la. Te ne ñay ragal Yàlla, am nañu, wàccuwaay wu jekk,"
38,SAAD,50,"Àjjanay Adan, seen wunt ya ne ŋàll ngir ñoom,"
38,SAAD,51,"dañu fay, sóonu, di woo ay futéef yu bari aki naan."
38,SAAD,52,"Amnañu fa ay jigéen (jabar) ñu di ay lamsalkat, yu maase ay at."
38,SAAD,53,"Lii mooy li ñu leen dégóon ci bisub wañoo ba."
38,SAAD,54,"Lii moo di suñu xéewal gi te du jeex mukk."
38,SAAD,55,"Yëgal it ne ! ñay bew am nañu wàccuwaay wu yées,"
38,SAAD,56,"Mooy Safara su ñuy xoyomoo. ndaw kër gu bon !"
38,SAAD,57,"Mi ngi nii ! ñu cay tokamtiku : ndox muy tàng aka wañax,"
38,SAAD,58,"ak yeneeni xeeti mbugël yu mu témbóol."
38,SAAD,59,"Ñii ay mbooloo lañu ñuy buuxanteek yéen, kenn dalaluleen. Te ñooy xoyomu ca Safara."
38,SAAD,60,"Ñuy wax naan : " Yéen kay la kenn dul dalal, lii, Yéen lañu ko waajal ". Te ndaw saxuwaay bu bon !"
38,SAAD,61,"Ñuy wax naan : " Yaw suñu Boroom na nga dolli, ki ñu waajalal lii, mbugël muy fulandiku ca biir Safara "."
38,SAAD,62," " Ana lan moo xew ba gisunu fi gaa ya ñu daan limaale ci saay-saay si ?"
38,SAAD,63,"Moo ndax dañu leen ko daan tooñe walla dañu làqu suñu gëm ? ""
38,SAAD,64,"Lii daal tigi mooy xulóob waa Safara."
38,SAAD,65,"Waxal ne : " Man daal ab xuppekat laa. Te jenn Yàlla amul judul, Yàlla jiy jenn, Notaakoon ba,"
38,SAAD,66,"Mooy Boroom asamaan yeek suuf si ak li nekk ci seen diggënte, te mooy boroom Kàttan gi, di Jégëlaakoon bi "."
38,SAAD,67,"Waxal ne : " Xibaar bu rëy la,"
38,SAAD,68,"waaye yéen dumóoyu ngeen ko."
38,SAAD,69,"Amuma woon xam-xam ca xulóob kilifa ya gëna kawe."
38,SAAD,70,"Li ñu may soloo doonul ludul ne man mii ab xuppe kat laa waaraatekat bu bir "."
38,SAAD,71,"(Fàttalitul) ba sa Boroom waxee Malaaka ya neleen : " Man de maa ngi sàkk mbindéef ci ban."
38,SAAD,72,"Suma ko móolee ba ëf ci Sama Ruu, na ngeen daldi rot, sujuudal ko "."
38,SAAD,73,"Malaaka ya yépp daldi sujuud,"
38,SAAD,74,"ba mu des Ibliis moom dafa rëy-rëylu bokk ca yéefër ya."
38,SAAD,75,"(Yàlla) daldi ne : " yaw Ibliis, lan moo la tere nga sujuud ci lii ma bind ci samay yoxo ? Dangay rëy-rëylu walla dangaa bokk ci ña kawe ? ""
38,SAAD,76," " [Ibliis,] tontu ne ko : maa ko gën ndax yaa ngi ma bind ci safara moom nga bind ko ci ban "."
38,SAAD,77,"(Yàlla) ne ko : " Génnal ca biti, dàkku naa la ;"
38,SAAD,78,"te Samam rëbb dal na la ba baa saa di taxaw "."
38,SAAD,79," " [Ibliis,] ne ko : yaw sama Boroom, muñal ma, ba bisub dekkiwaat ba "."
38,SAAD,80,"(Yàlla) ne ko : " may Nañu la dig boobu,"
38,SAAD,81,"ba ca bisub waxtu wu ñu xam wa (Bis Pénc ba) "."
38,SAAD,82," " [Ibliis ne ko] giiñ naa ci sa màgg gi ne ! Danaa leen lajj loo ñoom ñépp,"
38,SAAD,83,"ba mu des sa jaam ñiy sellal "."
38,SAAD,84,"(Yàlla) daldi wax ne : " Maa ngi waat, ci dëgg ne dëgg laay wax,"
38,SAAD,85,"Danaa feesal Safara ci yaw ak ña la topp ñépp "."
38,SAAD,86,"Waxal ne : " Laajumaleen ci ag pey ; te it yanuwuma ci."
38,SAAD,87,"[Alxuraan] jii daal ag fàttali la ñeel waa àddina si yépp."
38,SAAD,88,"Te dangeen xam ay xibaaram ci ndiir su yàggatul ! "."
39,MBOOLOO YA,1,"Wàcceg Téere ba bawoo ca Yàlla, miy boroom Kàttan, di ku Xereñ."
39,MBOOLOO YA,2,"Wàcce Na ñu ci yaw Téere bi ci dëgg. Na ngay jaamu Yàlla te di ko sellalal jaamu ga."
39,MBOOLOO YA,3,"Yàlla rekk am diine ju sell. Ñay jaamu leneen ludul moom tey (wax naan) : " Lii ñuy jaamu daal dañu ciy sukandiku ngir mana jigeñ Yàlla ". Te, Yàlla dana àtte seen diggënte ci lañu daan woote. Yàlla du gindi fenkat bu weddiwaakoon."
39,MBOOLOO YA,4,"Su Yàlla nàmmoon jàppe kenn doomam, Kon dana tànn ca la mu bind namu ko soobe (waaye nammu ko). Tudd naa Sellam ga ! Mooy Yàlla, jiy Jenn, tey Notaakoon ba."
39,MBOOLOO YA,5,"Moo bind asamaan yeek suuf si ci dëgg. Mooy muur guddi ci kaw bëccëg mooy mur it bëccëg ci kaw guddi, moo tàggat jant beek weer wi lu ca nekk ngay daw ci ab dig bu ñu ko àppal tigi. Mooy boroom Kàttan gi, di Jégalaakoon bi !"
39,MBOOLOO YA,6,"Moo leen bind ci jenn jëmm daldi cay defar soxnaam sa. Te wàc ceel na leen ci mala yi lu tollook juróom-ñetti tóllent. Mu di leen sos ci seen biiri nday, cig sosu ginnaawug sos, ci biir yatti lëndamaay. Koo koo di Yàlla, seen Boroom ! Moo moom Nguur. Te amul jeneen Yàlla judul Moom. Man dey xamuma naka ngeen koy walb atee ?"
39,MBOOLOO YA,7,"Su ngeen weddee, Moom doyewu leen dara. Te gëramul kéefër, ci jaamam yi. Su ngeen santee, Mu gëramal leen ko. Amul kenn kuy yanu bàkkaarub keneen. Te it, dees na leen delloo ca seen Boroom : Mu xamal leen la ngeen daan jëf ndax Moom ku xam la li nekk ci dënn yi (pas-pas yi)."
39,MBOOLOO YA,8,"Te saa su lor laale nit, dafay daldi fàtte la mu doon woote aka ñaan Boroomam daldi wutal Yàlla ag bokkaale. Di rëyal nit ñi fàbbi leen ci yoonu Yàlla, Waxal ne : " Bànneexul tuuti ci sa kéefër gi. Yaw ci waa Safara nga bokk "."
39,MBOOLOO YA,9,"Moo ndax, kuy jóg, diggu guddi, di sujuud aka taxaw, ngir moytu tey yaakaar yërmaandey Boroomam. Waxal ne : " Ndax ñi xam danañu yem, niróok ñi xamadi ? " Li wér moo di ne woroom xel yi rekk ay fàttaliku."
39,MBOOLOO YA,10,"Waxal ne : " Éy yéen Sama jaam ñi gëm ! Ragalleen seen Boroom (Yàlla) ". Ñiy jëf aw yiw ci àddina, danañu am [aw yiw]. Te suufus Yàlla si yaatu na te muñkat yi danañu leen jox seenug pey mu mat sëkk ci ludul ak waññ."
39,MBOOLOO YA,11,"Waxal ne : " digëléef na ma may jaamu Yàlla di ko sellalal diinéem,"
39,MBOOLOO YA,12,"te it digaléef na ma doon Jullit buy jëkk."
39,MBOOLOO YA,13,"Waxal ne : " Ragal naa, su ma mettee sama Boroom, (dajeek) mbugëlam bis bu màgg "."
39,MBOOLOO YA,14,"Waxal ne : " Yàlla laay jaamu, te di Ko sellalal sama diine."
39,MBOOLOO YA,15,"Jaamuleen, lu leen soob (bàyyi Yàlla)! " – Waxal ne : " ña yàqule, ñooy ña ñàkk seen bopp ak seen njaboot, ca Bis Pénc ba ". Loolu mooy yàqule tigi."
39,MBOOLOO YA,16,"Amna ci seen kaw, ay muuraayi safara, ak ci seen suuf ay laltaayi safara. Loolu la Yàlla di ragalloo jaamam ñi. " Éy yé en Samay jaam, ragalleen ma ! ""
39,MBOOLOO YA,17,"Ñay moytandikoo jaamuy xërëm, tey dellu ca Yàlla, danañu am mbégte ! Bégalal Sama jaam ñi"
39,MBOOLOO YA,18,"Ña nga xam ne dañuy déglu Wax, tey topp la ca gëna rafet. Ñoom la Yàlla gindi te ñooy woroom xel ya !"
39,MBOOLOO YA,19,"Ka baatub mbugël yay ci moom, ndax yaw yaay xettali ku nekk ca biir safara ?"
39,MBOOLOO YA,20,"Waaye ñay ragal seen Boroom am nañu [ay neegi] taax yu tegaloo ay dex di daw ci suufam. Muy digub Yàlla ! Te Yàlla du wuute Ab dégg."
39,MBOOLOO YA,21,"Xanaa gisoo ne Yàlla wàcce na ndox mu bawoo asama an, daldi koy sóob ci bëtu ndox ci biir suuf si ; di ca, génne mbay mu wuute ay wirgó, di lu bëbbu, nga gis ko mu mboq wow ; bay, dammatoo. Ag fàttiliku nekk na ci biir loolu ngir [aw nit] ñu am ay xel."
39,MBOOLOO YA,22,"Moo ndax ki Yàlla ubbi dënnam ci Lislaam mu nekk ci leerug Boroomam. Toskare ñeel na ñiy baña tudd Yàlla ngir xol bu wow. Ñoom ña nga ca réer gu bir."
39,MBOOLOO YA,23,"Yàlla wàcce na gën jaa rafet waxtaan, muy Téere bu bari yu niróo aki baamu. Yaramu ñi ragal Yàlla day daw [saa su ñu ko déggee] ; ba egal seen yaram ya ak seen xel ya doora firiku jëm ci fàttaliku Yàlla. [Alxuraan] jooju moo di njubug Yàlla mu di ci gindi ku ko soob. Ku Yàlla namma réeral kenn du ko gindi."
